superstructure	tag	structure
INDIVIDUAL_EVENT_STRUCTURE.GRAD	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_EVENT_STRUCTURE.GRAD	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_EVENT_STRUCTURE.GRAD	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_EVENT_STRUCTURE.GRAD	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_EVENT_STRUCTURE.GRAD	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_EVENT_STRUCTURE.IMMI	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_EVENT_STRUCTURE.IMMI	AGE	EVENT_DETAIL.AGE
INDIVIDUAL_EVENT_STRUCTURE.IMMI	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_EVENT_STRUCTURE.IMMI	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_EVENT_STRUCTURE.IMMI	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_EVENT_STRUCTURE.IMMI	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_EVENT_STRUCTURE.IMMI	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_EVENT_STRUCTURE.IMMI	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_EVENT_STRUCTURE.IMMI	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_EVENT_STRUCTURE.IMMI	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_EVENT_STRUCTURE.IMMI	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_EVENT_STRUCTURE.IMMI	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_EVENT_STRUCTURE.IMMI	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_EVENT_STRUCTURE.IMMI	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_EVENT_STRUCTURE.NATU	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_EVENT_STRUCTURE.NATU	AGE	EVENT_DETAIL.AGE
INDIVIDUAL_EVENT_STRUCTURE.NATU	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_EVENT_STRUCTURE.NATU	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_EVENT_STRUCTURE.NATU	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_EVENT_STRUCTURE.NATU	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_EVENT_STRUCTURE.NATU	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_EVENT_STRUCTURE.NATU	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_EVENT_STRUCTURE.NATU	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_EVENT_STRUCTURE.NATU	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_EVENT_STRUCTURE.NATU	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_EVENT_STRUCTURE.NATU	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_EVENT_STRUCTURE.NATU	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_EVENT_STRUCTURE.NATU	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_EVENT_STRUCTURE.ORDN	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_EVENT_STRUCTURE.ORDN	AGE	EVENT_DETAIL.AGE
INDIVIDUAL_EVENT_STRUCTURE.ORDN	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_EVENT_STRUCTURE.ORDN	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_EVENT_STRUCTURE.ORDN	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_EVENT_STRUCTURE.ORDN	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_EVENT_STRUCTURE.ORDN	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_EVENT_STRUCTURE.ORDN	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_EVENT_STRUCTURE.ORDN	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_EVENT_STRUCTURE.ORDN	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_EVENT_STRUCTURE.ORDN	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_EVENT_STRUCTURE.ORDN	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_EVENT_STRUCTURE.ORDN	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_EVENT_STRUCTURE.ORDN	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_EVENT_STRUCTURE.PROB	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_EVENT_STRUCTURE.PROB	AGE	EVENT_DETAIL.AGE
INDIVIDUAL_EVENT_STRUCTURE.PROB	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_EVENT_STRUCTURE.PROB	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_EVENT_STRUCTURE.PROB	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_EVENT_STRUCTURE.PROB	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_EVENT_STRUCTURE.PROB	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_EVENT_STRUCTURE.PROB	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_EVENT_STRUCTURE.PROB	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_EVENT_STRUCTURE.PROB	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_EVENT_STRUCTURE.PROB	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_EVENT_STRUCTURE.PROB	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_EVENT_STRUCTURE.PROB	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_EVENT_STRUCTURE.PROB	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_EVENT_STRUCTURE.RETI	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_EVENT_STRUCTURE.RETI	AGE	EVENT_DETAIL.AGE
INDIVIDUAL_EVENT_STRUCTURE.RETI	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_EVENT_STRUCTURE.RETI	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_EVENT_STRUCTURE.RETI	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_EVENT_STRUCTURE.RETI	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_EVENT_STRUCTURE.RETI	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_EVENT_STRUCTURE.RETI	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_EVENT_STRUCTURE.RETI	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_EVENT_STRUCTURE.RETI	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_EVENT_STRUCTURE.RETI	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_EVENT_STRUCTURE.RETI	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_EVENT_STRUCTURE.RETI	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_EVENT_STRUCTURE.RETI	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_EVENT_STRUCTURE.WILL	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_EVENT_STRUCTURE.WILL	AGE	EVENT_DETAIL.AGE
INDIVIDUAL_EVENT_STRUCTURE.WILL	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_EVENT_STRUCTURE.WILL	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_EVENT_STRUCTURE.WILL	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_EVENT_STRUCTURE.WILL	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_EVENT_STRUCTURE.WILL	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_EVENT_STRUCTURE.WILL	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_EVENT_STRUCTURE.WILL	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_EVENT_STRUCTURE.WILL	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_EVENT_STRUCTURE.WILL	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_EVENT_STRUCTURE.WILL	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_EVENT_STRUCTURE.WILL	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_EVENT_STRUCTURE.WILL	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_RECORD.INDI	ADOP	INDIVIDUAL_EVENT_STRUCTURE.ADOP
INDIVIDUAL_RECORD.INDI	AFN	INDIVIDUAL_RECORD.INDI.AFN
INDIVIDUAL_RECORD.INDI	ALIA	INDIVIDUAL_RECORD.INDI.ALIA
INDIVIDUAL_RECORD.INDI	ANCI	INDIVIDUAL_RECORD.INDI.ANCI
INDIVIDUAL_RECORD.INDI	ASSO	ASSOCIATION_STRUCTURE.ASSO
INDIVIDUAL_RECORD.INDI	BAPL	LDS_INDIVIDUAL_ORDINANCE.BAPL
INDIVIDUAL_RECORD.INDI	BAPM	INDIVIDUAL_EVENT_STRUCTURE.BAPM
INDIVIDUAL_RECORD.INDI	BARM	INDIVIDUAL_EVENT_STRUCTURE.BARM
INDIVIDUAL_RECORD.INDI	BASM	INDIVIDUAL_EVENT_STRUCTURE.BASM
INDIVIDUAL_RECORD.INDI	BIRT	INDIVIDUAL_EVENT_STRUCTURE.BIRT
INDIVIDUAL_RECORD.INDI	BLES	INDIVIDUAL_EVENT_STRUCTURE.BLES
INDIVIDUAL_RECORD.INDI	BURI	INDIVIDUAL_EVENT_STRUCTURE.BURI
INDIVIDUAL_RECORD.INDI	CAST	INDIVIDUAL_ATTRIBUTE_STRUCTURE.CAST
INDIVIDUAL_RECORD.INDI	CENS	INDIVIDUAL_EVENT_STRUCTURE.CENS
INDIVIDUAL_RECORD.INDI	CHAN	CHANGE_DATE.CHAN
INDIVIDUAL_RECORD.INDI	CHR	INDIVIDUAL_EVENT_STRUCTURE.CHR
INDIVIDUAL_RECORD.INDI	CHRA	INDIVIDUAL_EVENT_STRUCTURE.CHRA
INDIVIDUAL_RECORD.INDI	CONF	INDIVIDUAL_EVENT_STRUCTURE.CONF
INDIVIDUAL_RECORD.INDI	CONL	LDS_INDIVIDUAL_ORDINANCE.CONL
INDIVIDUAL_RECORD.INDI	CREM	INDIVIDUAL_EVENT_STRUCTURE.CREM
INDIVIDUAL_RECORD.INDI	DEAT	INDIVIDUAL_EVENT_STRUCTURE.DEAT
INDIVIDUAL_RECORD.INDI	DESI	INDIVIDUAL_RECORD.INDI.DESI
INDIVIDUAL_RECORD.INDI	DSCR	INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR
INDIVIDUAL_RECORD.INDI	EDUC	INDIVIDUAL_ATTRIBUTE_STRUCTURE.EDUC
INDIVIDUAL_RECORD.INDI	EMIG	INDIVIDUAL_EVENT_STRUCTURE.EMIG
INDIVIDUAL_RECORD.INDI	ENDL	LDS_INDIVIDUAL_ORDINANCE.ENDL
INDIVIDUAL_RECORD.INDI	EVEN	INDIVIDUAL_EVENT_STRUCTURE.EVEN
INDIVIDUAL_RECORD.INDI	FAMC	CHILD_TO_FAMILY_LINK.FAMC
INDIVIDUAL_RECORD.INDI	FAMS	SPOUSE_TO_FAMILY_LINK.FAMS
INDIVIDUAL_RECORD.INDI	FCOM	INDIVIDUAL_EVENT_STRUCTURE.FCOM
INDIVIDUAL_RECORD.INDI	GRAD	INDIVIDUAL_EVENT_STRUCTURE.GRAD
INDIVIDUAL_RECORD.INDI	IDNO	INDIVIDUAL_ATTRIBUTE_STRUCTURE.IDNO
INDIVIDUAL_RECORD.INDI	IMMI	INDIVIDUAL_EVENT_STRUCTURE.IMMI
INDIVIDUAL_RECORD.INDI	NAME	PERSONAL_NAME_STRUCTURE.NAME
INDIVIDUAL_RECORD.INDI	NATI	INDIVIDUAL_ATTRIBUTE_STRUCTURE.NATI
INDIVIDUAL_RECORD.INDI	NATU	INDIVIDUAL_EVENT_STRUCTURE.NATU
INDIVIDUAL_RECORD.INDI	NCHI	INDIVIDUAL_ATTRIBUTE_STRUCTURE.NCHI
INDIVIDUAL_RECORD.INDI	NMR	INDIVIDUAL_ATTRIBUTE_STRUCTURE.NMR
INDIVIDUAL_RECORD.INDI	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_RECORD.INDI	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_RECORD.INDI	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_RECORD.INDI	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_RECORD.INDI	OCCU	INDIVIDUAL_ATTRIBUTE_STRUCTURE.OCCU
INDIVIDUAL_RECORD.INDI	ORDN	INDIVIDUAL_EVENT_STRUCTURE.ORDN
INDIVIDUAL_RECORD.INDI	PROB	INDIVIDUAL_EVENT_STRUCTURE.PROB
INDIVIDUAL_RECORD.INDI	PROP	INDIVIDUAL_ATTRIBUTE_STRUCTURE.PROP
INDIVIDUAL_RECORD.INDI	REFN	INDIVIDUAL_RECORD.INDI.REFN
INDIVIDUAL_RECORD.INDI	RELI	INDIVIDUAL_ATTRIBUTE_STRUCTURE.RELI
INDIVIDUAL_RECORD.INDI	RESI	INDIVIDUAL_ATTRIBUTE_STRUCTURE.RESI
INDIVIDUAL_RECORD.INDI	RESN	INDIVIDUAL_RECORD.INDI.RESN
INDIVIDUAL_RECORD.INDI	RETI	INDIVIDUAL_EVENT_STRUCTURE.RETI
INDIVIDUAL_RECORD.INDI	RFN	INDIVIDUAL_RECORD.INDI.RFN
INDIVIDUAL_RECORD.INDI	RIN	INDIVIDUAL_RECORD.INDI.RIN
INDIVIDUAL_RECORD.INDI	SEX	INDIVIDUAL_RECORD.INDI.SEX
INDIVIDUAL_RECORD.INDI	SLGC	LDS_INDIVIDUAL_ORDINANCE.SLGC
INDIVIDUAL_RECORD.INDI	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_RECORD.INDI	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_RECORD.INDI	SSN	INDIVIDUAL_ATTRIBUTE_STRUCTURE.SSN
INDIVIDUAL_RECORD.INDI	SUBM	INDIVIDUAL_RECORD.INDI.SUBM
INDIVIDUAL_RECORD.INDI	TITL	INDIVIDUAL_ATTRIBUTE_STRUCTURE.TITL
INDIVIDUAL_RECORD.INDI	WILL	INDIVIDUAL_EVENT_STRUCTURE.WILL
INDIVIDUAL_RECORD.INDI.REFN	TYPE	INDIVIDUAL_RECORD.INDI.REFN.TYPE
LDS_INDIVIDUAL_ORDINANCE.BAPL	DATE	LDS_INDIVIDUAL_ORDINANCE.BAPL.DATE
LDS_INDIVIDUAL_ORDINANCE.BAPL	NOTE	NOTE_STRUCTURE.NOTE
LDS_INDIVIDUAL_ORDINANCE.BAPL	NOTE	NOTE_STRUCTURE.NOTE#2
LDS_INDIVIDUAL_ORDINANCE.BAPL	PLAC	LDS_INDIVIDUAL_ORDINANCE.BAPL.PLAC
LDS_INDIVIDUAL_ORDINANCE.BAPL	SOUR	SOURCE_CITATION.SOUR
LDS_INDIVIDUAL_ORDINANCE.BAPL	SOUR	SOURCE_CITATION.SOUR#2
LDS_INDIVIDUAL_ORDINANCE.BAPL	STAT	LDS_INDIVIDUAL_ORDINANCE.BAPL.STAT
LDS_INDIVIDUAL_ORDINANCE.BAPL	TEMP	LDS_INDIVIDUAL_ORDINANCE.BAPL.TEMP
LDS_INDIVIDUAL_ORDINANCE.CONL	DATE	LDS_INDIVIDUAL_ORDINANCE.BAPL.DATE
LDS_INDIVIDUAL_ORDINANCE.CONL	NOTE	NOTE_STRUCTURE.NOTE
LDS_INDIVIDUAL_ORDINANCE.CONL	NOTE	NOTE_STRUCTURE.NOTE#2
LDS_INDIVIDUAL_ORDINANCE.CONL	PLAC	LDS_INDIVIDUAL_ORDINANCE.BAPL.PLAC
LDS_INDIVIDUAL_ORDINANCE.CONL	SOUR	SOURCE_CITATION.SOUR
LDS_INDIVIDUAL_ORDINANCE.CONL	SOUR	SOURCE_CITATION.SOUR#2
LDS_INDIVIDUAL_ORDINANCE.CONL	STAT	LDS_INDIVIDUAL_ORDINANCE.BAPL.STAT
LDS_INDIVIDUAL_ORDINANCE.CONL	TEMP	LDS_INDIVIDUAL_ORDINANCE.BAPL.TEMP
LDS_INDIVIDUAL_ORDINANCE.ENDL	DATE	LDS_INDIVIDUAL_ORDINANCE.ENDL.DATE
LDS_INDIVIDUAL_ORDINANCE.ENDL	NOTE	NOTE_STRUCTURE.NOTE
LDS_INDIVIDUAL_ORDINANCE.ENDL	NOTE	NOTE_STRUCTURE.NOTE#2
LDS_INDIVIDUAL_ORDINANCE.ENDL	PLAC	LDS_INDIVIDUAL_ORDINANCE.ENDL.PLAC
LDS_INDIVIDUAL_ORDINANCE.ENDL	SOUR	SOURCE_CITATION.SOUR
LDS_INDIVIDUAL_ORDINANCE.ENDL	SOUR	SOURCE_CITATION.SOUR#2
LDS_INDIVIDUAL_ORDINANCE.ENDL	STAT	LDS_INDIVIDUAL_ORDINANCE.ENDL.STAT
LDS_INDIVIDUAL_ORDINANCE.ENDL	TEMP	LDS_INDIVIDUAL_ORDINANCE.ENDL.TEMP
LDS_INDIVIDUAL_ORDINANCE.SLGC	DATE	LDS_INDIVIDUAL_ORDINANCE.SLGC.DATE
LDS_INDIVIDUAL_ORDINANCE.SLGC	FAMC	LDS_INDIVIDUAL_ORDINANCE.SLGC.FAMC
LDS_INDIVIDUAL_ORDINANCE.SLGC	NOTE	NOTE_STRUCTURE.NOTE
LDS_INDIVIDUAL_ORDINANCE.SLGC	NOTE	NOTE_STRUCTURE.NOTE#2
LDS_INDIVIDUAL_ORDINANCE.SLGC	PLAC	LDS_INDIVIDUAL_ORDINANCE.SLGC.PLAC
LDS_INDIVIDUAL_ORDINANCE.SLGC	SOUR	SOURCE_CITATION.SOUR
LDS_INDIVIDUAL_ORDINANCE.SLGC	SOUR	SOURCE_CITATION.SOUR#2
LDS_INDIVIDUAL_ORDINANCE.SLGC	STAT	LDS_INDIVIDUAL_ORDINANCE.SLGC.STAT
LDS_INDIVIDUAL_ORDINANCE.SLGC	TEMP	LDS_INDIVIDUAL_ORDINANCE.SLGC.TEMP
LDS_SPOUSE_SEALING.SLGS	DATE	LDS_SPOUSE_SEALING.SLGS.DATE
LDS_SPOUSE_SEALING.SLGS	NOTE	NOTE_STRUCTURE.NOTE
LDS_SPOUSE_SEALING.SLGS	NOTE	NOTE_STRUCTURE.NOTE#2
LDS_SPOUSE_SEALING.SLGS	PLAC	LDS_SPOUSE_SEALING.SLGS.PLAC
LDS_SPOUSE_SEALING.SLGS	SOUR	SOURCE_CITATION.SOUR
LDS_SPOUSE_SEALING.SLGS	SOUR	SOURCE_CITATION.SOUR#2
LDS_SPOUSE_SEALING.SLGS	STAT	LDS_SPOUSE_SEALING.SLGS.STAT
LDS_SPOUSE_SEALING.SLGS	TEMP	LDS_SPOUSE_SEALING.SLGS.TEMP
MULTIMEDIA_LINK.OBJE#2	FILE	MULTIMEDIA_LINK.OBJE#2.FILE
MULTIMEDIA_LINK.OBJE#2	FORM	MULTIMEDIA_LINK.OBJE#2.FORM
MULTIMEDIA_LINK.OBJE#2	NOTE	NOTE_STRUCTURE.NOTE
MULTIMEDIA_LINK.OBJE#2	NOTE	NOTE_STRUCTURE.NOTE#2
MULTIMEDIA_LINK.OBJE#2	TITL	MULTIMEDIA_LINK.OBJE#2.TITL
MULTIMEDIA_RECORD.OBJE	BLOB	MULTIMEDIA_RECORD.OBJE.BLOB
MULTIMEDIA_RECORD.OBJE	CHAN	CHANGE_DATE.CHAN
MULTIMEDIA_RECORD.OBJE	FORM	MULTIMEDIA_RECORD.OBJE.FORM
MULTIMEDIA_RECORD.OBJE	NOTE	NOTE_STRUCTURE.NOTE
MULTIMEDIA_RECORD.OBJE	NOTE	NOTE_STRUCTURE.NOTE#2
MULTIMEDIA_RECORD.OBJE	OBJE	MULTIMEDIA_RECORD.OBJE.OBJE
MULTIMEDIA_RECORD.OBJE	REFN	MULTIMEDIA_RECORD.OBJE.REFN
MULTIMEDIA_RECORD.OBJE	RIN	MULTIMEDIA_RECORD.OBJE.RIN
MULTIMEDIA_RECORD.OBJE	TITL	MULTIMEDIA_RECORD.OBJE.TITL
MULTIMEDIA_RECORD.OBJE.BLOB	CONT	MULTIMEDIA_RECORD.OBJE.BLOB.CONT
MULTIMEDIA_RECORD.OBJE.REFN	TYPE	MULTIMEDIA_RECORD.OBJE.REFN.TYPE
NOTE_RECORD.NOTE	CHAN	CHANGE_DATE.CHAN
NOTE_RECORD.NOTE	CONC	NOTE_RECORD.NOTE.CONC
NOTE_RECORD.NOTE	CONT	NOTE_RECORD.NOTE.CONT
NOTE_RECORD.NOTE	REFN	NOTE_RECORD.NOTE.REFN
NOTE_RECORD.NOTE	RIN	NOTE_RECORD.NOTE.RIN
NOTE_RECORD.NOTE	SOUR	SOURCE_CITATION.SOUR
NOTE_RECORD.NOTE	SOUR	SOURCE_CITATION.SOUR#2
NOTE_RECORD.NOTE.REFN	TYPE	NOTE_RECORD.NOTE.REFN.TYPE
NOTE_STRUCTURE.NOTE	SOUR	SOURCE_CITATION.SOUR
NOTE_STRUCTURE.NOTE	SOUR	SOURCE_CITATION.SOUR#2
NOTE_STRUCTURE.NOTE#2	CONC	NOTE_STRUCTURE.NOTE#2.CONC
NOTE_STRUCTURE.NOTE#2	CONT	NOTE_STRUCTURE.NOTE#2.CONT
NOTE_STRUCTURE.NOTE#2	SOUR	SOURCE_CITATION.SOUR
NOTE_STRUCTURE.NOTE#2	SOUR	SOURCE_CITATION.SOUR#2
PERSONAL_NAME_STRUCTURE.NAME	GIVN	PERSONAL_NAME_STRUCTURE.NAME.GIVN
PERSONAL_NAME_STRUCTURE.NAME	NICK	PERSONAL_NAME_STRUCTURE.NAME.NICK
PERSONAL_NAME_STRUCTURE.NAME	NOTE	NOTE_STRUCTURE.NOTE
PERSONAL_NAME_STRUCTURE.NAME	NOTE	NOTE_STRUCTURE.NOTE#2
PERSONAL_NAME_STRUCTURE.NAME	NPFX	PERSONAL_NAME_STRUCTURE.NAME.NPFX
PERSONAL_NAME_STRUCTURE.NAME	NSFX	PERSONAL_NAME_STRUCTURE.NAME.NSFX
PERSONAL_NAME_STRUCTURE.NAME	SOUR	SOURCE_CITATION.SOUR
PERSONAL_NAME_STRUCTURE.NAME	SOUR	SOURCE_CITATION.SOUR#2
PERSONAL_NAME_STRUCTURE.NAME	SPFX	PERSONAL_NAME_STRUCTURE.NAME.SPFX
PERSONAL_NAME_STRUCTURE.NAME	SURN	PERSONAL_NAME_STRUCTURE.NAME.SURN
PLACE_STRUCTURE.PLAC	FORM	PLACE_STRUCTURE.PLAC.FORM
PLACE_STRUCTURE.PLAC	NOTE	NOTE_STRUCTURE.NOTE
PLACE_STRUCTURE.PLAC	NOTE	NOTE_STRUCTURE.NOTE#2
PLACE_STRUCTURE.PLAC	SOUR	SOURCE_CITATION.SOUR
PLACE_STRUCTURE.PLAC	SOUR	SOURCE_CITATION.SOUR#2
REPOSITORY_RECORD.REPO	ADDR	ADDRESS_STRUCTURE.ADDR
REPOSITORY_RECORD.REPO	CHAN	CHANGE_DATE.CHAN
REPOSITORY_RECORD.REPO	NAME	REPOSITORY_RECORD.REPO.NAME
REPOSITORY_RECORD.REPO	NOTE	NOTE_STRUCTURE.NOTE
REPOSITORY_RECORD.REPO	NOTE	NOTE_STRUCTURE.NOTE#2
REPOSITORY_RECORD.REPO	PHON	ADDRESS_STRUCTURE.PHON
REPOSITORY_RECORD.REPO	REFN	REPOSITORY_RECORD.REPO.REFN
REPOSITORY_RECORD.REPO	RIN	REPOSITORY_RECORD.REPO.RIN
REPOSITORY_RECORD.REPO.REFN	TYPE	REPOSITORY_RECORD.REPO.REFN.TYPE
SOURCE_CITATION.SOUR	DATA	SOURCE_CITATION.SOUR.DATA
SOURCE_CITATION.SOUR	EVEN	SOURCE_CITATION.SOUR.EVEN
SOURCE_CITATION.SOUR	NOTE	NOTE_STRUCTURE.NOTE
SOURCE_CITATION.SOUR	NOTE	NOTE_STRUCTURE.NOTE#2
SOURCE_CITATION.SOUR	OBJE	MULTIMEDIA_LINK.OBJE
SOURCE_CITATION.SOUR	OBJE	MULTIMEDIA_LINK.OBJE#2
SOURCE_CITATION.SOUR	PAGE	SOURCE_CITATION.SOUR.PAGE
SOURCE_CITATION.SOUR	QUAY	SOURCE_CITATION.SOUR.QUAY
SOURCE_CITATION.SOUR#2	CONC	SOURCE_CITATION.SOUR#2.CONC
SOURCE_CITATION.SOUR#2	CONT	SOURCE_CITATION.SOUR#2.CONT
SOURCE_CITATION.SOUR#2	NOTE	NOTE_STRUCTURE.NOTE
SOURCE_CITATION.SOUR#2	NOTE	NOTE_STRUCTURE.NOTE#2
SOURCE_CITATION.SOUR#2	TEXT	SOURCE_CITATION.SOUR#2.TEXT
SOURCE_CITATION.SOUR#2.TEXT	CONC	SOURCE_CITATION.SOUR#2.TEXT.CONC
SOURCE_CITATION.SOUR#2.TEXT	CONT	SOURCE_CITATION.SOUR#2.TEXT.CONT
SOURCE_CITATION.SOUR.DATA	DATE	SOURCE_CITATION.SOUR.DATA.DATE
SOURCE_CITATION.SOUR.DATA	TEXT	SOURCE_CITATION.SOUR.DATA.TEXT
SOURCE_CITATION.SOUR.DATA.TEXT	CONC	SOURCE_CITATION.SOUR.DATA.TEXT.CONC
SOURCE_CITATION.SOUR.DATA.TEXT	CONT	SOURCE_CITATION.SOUR.DATA.TEXT.CONT
SOURCE_CITATION.SOUR.EVEN	ROLE	SOURCE_CITATION.SOUR.EVEN.ROLE
SOURCE_RECORD.SOUR	ABBR	SOURCE_RECORD.SOUR.ABBR
SOURCE_RECORD.SOUR	AUTH	SOURCE_RECORD.SOUR.AUTH
SOURCE_RECORD.SOUR	CHAN	CHANGE_DATE.CHAN
SOURCE_RECORD.SOUR	DATA	SOURCE_RECORD.SOUR.DATA
SOURCE_RECORD.SOUR	NOTE	NOTE_STRUCTURE.NOTE
SOURCE_RECORD.SOUR	NOTE	NOTE_STRUCTURE.NOTE#2
SOURCE_RECORD.SOUR	OBJE	MULTIMEDIA_LINK.OBJE
SOURCE_RECORD.SOUR	OBJE	MULTIMEDIA_LINK.OBJE#2
SOURCE_RECORD.SOUR	PUBL	SOURCE_RECORD.SOUR.PUBL
SOURCE_RECORD.SOUR	REFN	SOURCE_RECORD.SOUR.REFN
SOURCE_RECORD.SOUR	REPO	SOURCE_REPOSITORY_CITATION.REPO
SOURCE_RECORD.SOUR	RIN	SOURCE_RECORD.SOUR.RIN
SOURCE_RECORD.SOUR	TEXT	SOURCE_RECORD.SOUR.TEXT
SOURCE_RECORD.SOUR	TITL	SOURCE_RECORD.SOUR.TITL
SOURCE_RECORD.SOUR.AUTH	CONC	SOURCE_RECORD.SOUR.AUTH.CONC
SOURCE_RECORD.SOUR.AUTH	CONT	SOURCE_RECORD.SOUR.AUTH.CONT
SOURCE_RECORD.SOUR.DATA	AGNC	SOURCE_RECORD.SOUR.DATA.AGNC
SOURCE_RECORD.SOUR.DATA	EVEN	SOURCE_RECORD.SOUR.DATA.EVEN
SOURCE_RECORD.SOUR.DATA	NOTE	NOTE_STRUCTURE.NOTE
