superstructure	tag	structure
LDS_INDIVIDUAL_ORDINANCE.BAPL	SOUR	SOURCE_CITATION.SOUR#2
LDS_INDIVIDUAL_ORDINANCE.BAPL	STAT	LDS_INDIVIDUAL_ORDINANCE.BAPL.STAT
LDS_INDIVIDUAL_ORDINANCE.BAPL	TEMP	LDS_INDIVIDUAL_ORDINANCE.BAPL.TEMP
LDS_INDIVIDUAL_ORDINANCE.BAPL.STAT	DATE	LDS_INDIVIDUAL_ORDINANCE.BAPL.STAT.DATE
LDS_INDIVIDUAL_ORDINANCE.CONL	DATE	LDS_INDIVIDUAL_ORDINANCE.BAPL.DATE
LDS_INDIVIDUAL_ORDINANCE.CONL	NOTE	NOTE_STRUCTURE.NOTE
LDS_INDIVIDUAL_ORDINANCE.CONL	NOTE	NOTE_STRUCTURE.NOTE#2
LDS_INDIVIDUAL_ORDINANCE.CONL	PLAC	LDS_INDIVIDUAL_ORDINANCE.BAPL.PLAC
LDS_INDIVIDUAL_ORDINANCE.CONL	SOUR	SOURCE_CITATION.SOUR
LDS_INDIVIDUAL_ORDINANCE.CONL	SOUR	SOURCE_CITATION.SOUR#2
LDS_INDIVIDUAL_ORDINANCE.CONL	STAT	LDS_INDIVIDUAL_ORDINANCE.BAPL.STAT
LDS_INDIVIDUAL_ORDINANCE.CONL	TEMP	LDS_INDIVIDUAL_ORDINANCE.BAPL.TEMP
LDS_INDIVIDUAL_ORDINANCE.ENDL	DATE	LDS_INDIVIDUAL_ORDINANCE.ENDL.DATE
LDS_INDIVIDUAL_ORDINANCE.ENDL	NOTE	NOTE_STRUCTURE.NOTE
LDS_INDIVIDUAL_ORDINANCE.ENDL	NOTE	NOTE_STRUCTURE.NOTE#2
LDS_INDIVIDUAL_ORDINANCE.ENDL	PLAC	LDS_INDIVIDUAL_ORDINANCE.ENDL.PLAC
LDS_INDIVIDUAL_ORDINANCE.ENDL	SOUR	SOURCE_CITATION.SOUR
LDS_INDIVIDUAL_ORDINANCE.ENDL	SOUR	SOURCE_CITATION.SOUR#2
LDS_INDIVIDUAL_ORDINANCE.ENDL	STAT	LDS_INDIVIDUAL_ORDINANCE.ENDL.STAT
LDS_INDIVIDUAL_ORDINANCE.ENDL	TEMP	LDS_INDIVIDUAL_ORDINANCE.ENDL.TEMP
LDS_INDIVIDUAL_ORDINANCE.ENDL.STAT	DATE	LDS_INDIVIDUAL_ORDINANCE.ENDL.STAT.DATE
LDS_INDIVIDUAL_ORDINANCE.SLGC	DATE	LDS_INDIVIDUAL_ORDINANCE.SLGC.DATE
LDS_INDIVIDUAL_ORDINANCE.SLGC	FAMC	LDS_INDIVIDUAL_ORDINANCE.SLGC.FAMC
LDS_INDIVIDUAL_ORDINANCE.SLGC	NOTE	NOTE_STRUCTURE.NOTE
LDS_INDIVIDUAL_ORDINANCE.SLGC	NOTE	NOTE_STRUCTURE.NOTE#2
LDS_INDIVIDUAL_ORDINANCE.SLGC	PLAC	LDS_INDIVIDUAL_ORDINANCE.SLGC.PLAC
LDS_INDIVIDUAL_ORDINANCE.SLGC	SOUR	SOURCE_CITATION.SOUR
LDS_INDIVIDUAL_ORDINANCE.SLGC	SOUR	SOURCE_CITATION.SOUR#2
LDS_INDIVIDUAL_ORDINANCE.SLGC	STAT	LDS_INDIVIDUAL_ORDINANCE.SLGC.STAT
LDS_INDIVIDUAL_ORDINANCE.SLGC	TEMP	LDS_INDIVIDUAL_ORDINANCE.SLGC.TEMP
LDS_INDIVIDUAL_ORDINANCE.SLGC.STAT	DATE	LDS_INDIVIDUAL_ORDINANCE.SLGC.STAT.DATE
LDS_SPOUSE_SEALING.SLGS	DATE	LDS_SPOUSE_SEALING.SLGS.DATE
LDS_SPOUSE_SEALING.SLGS	NOTE	NOTE_STRUCTURE.NOTE
LDS_SPOUSE_SEALING.SLGS	NOTE	NOTE_STRUCTURE.NOTE#2
LDS_SPOUSE_SEALING.SLGS	PLAC	LDS_SPOUSE_SEALING.SLGS.PLAC
LDS_SPOUSE_SEALING.SLGS	SOUR	SOURCE_CITATION.SOUR
LDS_SPOUSE_SEALING.SLGS	SOUR	SOURCE_CITATION.SOUR#2
LDS_SPOUSE_SEALING.SLGS	STAT	LDS_SPOUSE_SEALING.SLGS.STAT
LDS_SPOUSE_SEALING.SLGS	TEMP	LDS_SPOUSE_SEALING.SLGS.TEMP
LDS_SPOUSE_SEALING.SLGS.STAT	DATE	LDS_SPOUSE_SEALING.SLGS.STAT.DATE
MULTIMEDIA_LINK.OBJE#2	FILE	MULTIMEDIA_LINK.OBJE#2.FILE
MULTIMEDIA_LINK.OBJE#2	TITL	MULTIMEDIA_LINK.OBJE#2.TITL
MULTIMEDIA_LINK.OBJE#2.FILE	FORM	MULTIMEDIA_LINK.OBJE#2.FILE.FORM
MULTIMEDIA_LINK.OBJE#2.FILE.FORM	MEDI	MULTIMEDIA_LINK.OBJE#2.FILE.FORM.MEDI
MULTIMEDIA_RECORD.OBJE	CHAN	CHANGE_DATE.CHAN
MULTIMEDIA_RECORD.OBJE	FILE	MULTIMEDIA_RECORD.OBJE.FILE
MULTIMEDIA_RECORD.OBJE	NOTE	NOTE_STRUCTURE.NOTE
MULTIMEDIA_RECORD.OBJE	NOTE	NOTE_STRUCTURE.NOTE#2
MULTIMEDIA_RECORD.OBJE	REFN	MULTIMEDIA_RECORD.OBJE.REFN
MULTIMEDIA_RECORD.OBJE	RIN	MULTIMEDIA_RECORD.OBJE.RIN
MULTIMEDIA_RECORD.OBJE	SOUR	SOURCE_CITATION.SOUR
MULTIMEDIA_RECORD.OBJE	SOUR	SOURCE_CITATION.SOUR#2
MULTIMEDIA_RECORD.OBJE.FILE	FORM	MULTIMEDIA_RECORD.OBJE.FILE.FORM
MULTIMEDIA_RECORD.OBJE.FILE	TITL	MULTIMEDIA_RECORD.OBJE.FILE.TITL
MULTIMEDIA_RECORD.OBJE.FILE.FORM	TYPE	MULTIMEDIA_RECORD.OBJE.FILE.FORM.TYPE
MULTIMEDIA_RECORD.OBJE.REFN	TYPE	MULTIMEDIA_RECORD.OBJE.REFN.TYPE
NOTE_RECORD.NOTE	CHAN	CHANGE_DATE.CHAN
NOTE_RECORD.NOTE	CONC	NOTE_RECORD.NOTE.CONC
NOTE_RECORD.NOTE	CONT	NOTE_RECORD.NOTE.CONT
NOTE_RECORD.NOTE	REFN	NOTE_RECORD.NOTE.REFN
NOTE_RECORD.NOTE	RIN	NOTE_RECORD.NOTE.RIN
NOTE_RECORD.NOTE	SOUR	SOURCE_CITATION.SOUR
NOTE_RECORD.NOTE	SOUR	SOURCE_CITATION.SOUR#2
NOTE_RECORD.NOTE.REFN	TYPE	NOTE_RECORD.NOTE.REFN.TYPE
NOTE_STRUCTURE.NOTE#2	CONC	NOTE_STRUCTURE.NOTE#2.CONC
NOTE_STRUCTURE.NOTE#2	CONT	NOTE_STRUCTURE.NOTE#2.CONT
PERSONAL_NAME_STRUCTURE.NAME	FONE	PERSONAL_NAME_STRUCTURE.NAME.FONE
PERSONAL_NAME_STRUCTURE.NAME	GIVN	PERSONAL_NAME_PIECES.GIVN
PERSONAL_NAME_STRUCTURE.NAME	NICK	PERSONAL_NAME_PIECES.NICK
PERSONAL_NAME_STRUCTURE.NAME	NOTE	NOTE_STRUCTURE.NOTE
PERSONAL_NAME_STRUCTURE.NAME	NOTE	NOTE_STRUCTURE.NOTE#2
PERSONAL_NAME_STRUCTURE.NAME	NPFX	PERSONAL_NAME_PIECES.NPFX
PERSONAL_NAME_STRUCTURE.NAME	NSFX	PERSONAL_NAME_PIECES.NSFX
PERSONAL_NAME_STRUCTURE.NAME	ROMN	PERSONAL_NAME_STRUCTURE.NAME.ROMN
PERSONAL_NAME_STRUCTURE.NAME	SOUR	SOURCE_CITATION.SOUR
PERSONAL_NAME_STRUCTURE.NAME	SOUR	SOURCE_CITATION.SOUR#2
PERSONAL_NAME_STRUCTURE.NAME	SPFX	PERSONAL_NAME_PIECES.SPFX
PERSONAL_NAME_STRUCTURE.NAME	SURN	PERSONAL_NAME_PIECES.SURN
PERSONAL_NAME_STRUCTURE.NAME	TYPE	PERSONAL_NAME_STRUCTURE.NAME.TYPE
PERSONAL_NAME_STRUCTURE.NAME.FONE	GIVN	PERSONAL_NAME_PIECES.GIVN
PERSONAL_NAME_STRUCTURE.NAME.FONE	NICK	PERSONAL_NAME_PIECES.NICK
PERSONAL_NAME_STRUCTURE.NAME.FONE	NOTE	NOTE_STRUCTURE.NOTE
PERSONAL_NAME_STRUCTURE.NAME.FONE	NOTE	NOTE_STRUCTURE.NOTE#2
PERSONAL_NAME_STRUCTURE.NAME.FONE	NPFX	PERSONAL_NAME_PIECES.NPFX
PERSONAL_NAME_STRUCTURE.NAME.FONE	NSFX	PERSONAL_NAME_PIECES.NSFX
PERSONAL_NAME_STRUCTURE.NAME.FONE	SOUR	SOURCE_CITATION.SOUR
PERSONAL_NAME_STRUCTURE.NAME.FONE	SOUR	SOURCE_CITATION.SOUR#2
PERSONAL_NAME_STRUCTURE.NAME.FONE	SPFX	PERSONAL_NAME_PIECES.SPFX
PERSONAL_NAME_STRUCTURE.NAME.FONE	SURN	PERSONAL_NAME_PIECES.SURN
PERSONAL_NAME_STRUCTURE.NAME.FONE	TYPE	PERSONAL_NAME_STRUCTURE.NAME.FONE.TYPE
PERSONAL_NAME_STRUCTURE.NAME.ROMN	GIVN	PERSONAL_NAME_PIECES.GIVN
PERSONAL_NAME_STRUCTURE.NAME.ROMN	NICK	PERSONAL_NAME_PIECES.NICK
PERSONAL_NAME_STRUCTURE.NAME.ROMN	NOTE	NOTE_STRUCTURE.NOTE
PERSONAL_NAME_STRUCTURE.NAME.ROMN	NOTE	NOTE_STRUCTURE.NOTE#2
PERSONAL_NAME_STRUCTURE.NAME.ROMN	NPFX	PERSONAL_NAME_PIECES.NPFX
PERSONAL_NAME_STRUCTURE.NAME.ROMN	NSFX	PERSONAL_NAME_PIECES.NSFX
PERSONAL_NAME_STRUCTURE.NAME.ROMN	SOUR	SOURCE_CITATION.SOUR
PERSONAL_NAME_STRUCTURE.NAME.ROMN	SOUR	SOURCE_CITATION.SOUR#2
PERSONAL_NAME_STRUCTURE.NAME.ROMN	SPFX	PERSONAL_NAME_PIECES.SPFX
PERSONAL_NAME_STRUCTURE.NAME.ROMN	SURN	PERSONAL_NAME_PIECES.SURN
PERSONAL_NAME_STRUCTURE.NAME.ROMN	TYPE	PERSONAL_NAME_STRUCTURE.NAME.ROMN.TYPE
PLACE_STRUCTURE.PLAC	FONE	PLACE_STRUCTURE.PLAC.FONE
PLACE_STRUCTURE.PLAC	FORM	PLACE_STRUCTURE.PLAC.FORM
PLACE_STRUCTURE.PLAC	MAP	PLACE_STRUCTURE.PLAC.MAP
PLACE_STRUCTURE.PLAC	NOTE	NOTE_STRUCTURE.NOTE
PLACE_STRUCTURE.PLAC	NOTE	NOTE_STRUCTURE.NOTE#2
PLACE_STRUCTURE.PLAC	ROMN	PLACE_STRUCTURE.PLAC.ROMN
PLACE_STRUCTURE.PLAC.FONE	TYPE	PLACE_STRUCTURE.PLAC.FONE.TYPE
PLACE_STRUCTURE.PLAC.MAP	LATI	PLACE_STRUCTURE.PLAC.MAP.LATI
PLACE_STRUCTURE.PLAC.MAP	LONG	PLACE_STRUCTURE.PLAC.MAP.LONG
PLACE_STRUCTURE.PLAC.ROMN	TYPE	PLACE_STRUCTURE.PLAC.ROMN.TYPE
REPOSITORY_RECORD.REPO	ADDR	ADDRESS_STRUCTURE.ADDR
REPOSITORY_RECORD.REPO	CHAN	CHANGE_DATE.CHAN
REPOSITORY_RECORD.REPO	EMAIL	ADDRESS_STRUCTURE.EMAIL
REPOSITORY_RECORD.REPO	FAX	ADDRESS_STRUCTURE.FAX
REPOSITORY_RECORD.REPO	NAME	REPOSITORY_RECORD.REPO.NAME
REPOSITORY_RECORD.REPO	NOTE	NOTE_STRUCTURE.NOTE
REPOSITORY_RECORD.REPO	NOTE	NOTE_STRUCTURE.NOTE#2
REPOSITORY_RECORD.REPO	PHON	ADDRESS_STRUCTURE.PHON
REPOSITORY_RECORD.REPO	REFN	REPOSITORY_RECORD.REPO.REFN
REPOSITORY_RECORD.REPO	RIN	REPOSITORY_RECORD.REPO.RIN
REPOSITORY_RECORD.REPO	WWW	ADDRESS_STRUCTURE.WWW
REPOSITORY_RECORD.REPO.REFN	TYPE	REPOSITORY_RECORD.REPO.REFN.TYPE
SOURCE_CITATION.SOUR	DATA	SOURCE_CITATION.SOUR.DATA
SOURCE_CITATION.SOUR	EVEN	SOURCE_CITATION.SOUR.EVEN
SOURCE_CITATION.SOUR	NOTE	NOTE_STRUCTURE.NOTE
SOURCE_CITATION.SOUR	NOTE	NOTE_STRUCTURE.NOTE#2
SOURCE_CITATION.SOUR	OBJE	MULTIMEDIA_LINK.OBJE
SOURCE_CITATION.SOUR	OBJE	MULTIMEDIA_LINK.OBJE#2
SOURCE_CITATION.SOUR	PAGE	SOURCE_CITATION.SOUR.PAGE
SOURCE_CITATION.SOUR	QUAY	SOURCE_CITATION.SOUR.QUAY
SOURCE_CITATION.SOUR#2	CONC	SOURCE_CITATION.SOUR#2.CONC
SOURCE_CITATION.SOUR#2	CONT	SOURCE_CITATION.SOUR#2.CONT
SOURCE_CITATION.SOUR#2	NOTE	NOTE_STRUCTURE.NOTE
SOURCE_CITATION.SOUR#2	NOTE	NOTE_STRUCTURE.NOTE#2
SOURCE_CITATION.SOUR#2	OBJE	MULTIMEDIA_LINK.OBJE
SOURCE_CITATION.SOUR#2	OBJE	MULTIMEDIA_LINK.OBJE#2
SOURCE_CITATION.SOUR#2	QUAY	SOURCE_CITATION.SOUR#2.QUAY
SOURCE_CITATION.SOUR#2	TEXT	SOURCE_CITATION.SOUR#2.TEXT
SOURCE_CITATION.SOUR#2.TEXT	CONC	SOURCE_CITATION.SOUR#2.TEXT.CONC
SOURCE_CITATION.SOUR#2.TEXT	CONT	SOURCE_CITATION.SOUR#2.TEXT.CONT
SOURCE_CITATION.SOUR.DATA	DATE	SOURCE_CITATION.SOUR.DATA.DATE
SOURCE_CITATION.SOUR.DATA	TEXT	SOURCE_CITATION.SOUR.DATA.TEXT
SOURCE_CITATION.SOUR.DATA.TEXT	CONC	SOURCE_CITATION.SOUR.DATA.TEXT.CONC
SOURCE_CITATION.SOUR.DATA.TEXT	CONT	SOURCE_CITATION.SOUR.DATA.TEXT.CONT
SOURCE_CITATION.SOUR.EVEN	ROLE	SOURCE_CITATION.SOUR.EVEN.ROLE
SOURCE_RECORD.SOUR	ABBR	SOURCE_RECORD.SOUR.ABBR
SOURCE_RECORD.SOUR	AUTH	SOURCE_RECORD.SOUR.AUTH
SOURCE_RECORD.SOUR	CHAN	CHANGE_DATE.CHAN
SOURCE_RECORD.SOUR	DATA	SOURCE_RECORD.SOUR.DATA
SOURCE_RECORD.SOUR	NOTE	NOTE_STRUCTURE.NOTE
SOURCE_RECORD.SOUR	NOTE	NOTE_STRUCTURE.NOTE#2
SOURCE_RECORD.SOUR	OBJE	MULTIMEDIA_LINK.OBJE
SOURCE_RECORD.SOUR	OBJE	MULTIMEDIA_LINK.OBJE#2
SOURCE_RECORD.SOUR	PUBL	SOURCE_RECORD.SOUR.PUBL
SOURCE_RECORD.SOUR	REFN	SOURCE_RECORD.SOUR.REFN
SOURCE_RECORD.SOUR	REPO	SOURCE_REPOSITORY_CITATION.REPO
SOURCE_RECORD.SOUR	RIN	SOURCE_RECORD.SOUR.RIN
SOURCE_RECORD.SOUR	TEXT	SOURCE_RECORD.SOUR.TEXT
SOURCE_RECORD.SOUR	TITL	SOURCE_RECORD.SOUR.TITL
SOURCE_RECORD.SOUR.AUTH	CONC	SOURCE_RECORD.SOUR.AUTH.CONC
SOURCE_RECORD.SOUR.AUTH	CONT	SOURCE_RECORD.SOUR.AUTH.CONT
SOURCE_RECORD.SOUR.DATA	AGNC	SOURCE_RECORD.SOUR.DATA.AGNC
SOURCE_RECORD.SOUR.DATA	EVEN	SOURCE_RECORD.SOUR.DATA.EVEN
SOURCE_RECORD.SOUR.DATA	NOTE	NOTE_STRUCTURE.NOTE
SOURCE_RECORD.SOUR.DATA	NOTE	NOTE_STRUCTURE.NOTE#2
SOURCE_RECORD.SOUR.DATA.EVEN	DATE	SOURCE_RECORD.SOUR.DATA.EVEN.DATE
SOURCE_RECORD.SOUR.DATA.EVEN	PLAC	SOURCE_RECORD.SOUR.DATA.EVEN.PLAC
SOURCE_RECORD.SOUR.PUBL	CONC	SOURCE_RECORD.SOUR.PUBL.CONC
SOURCE_RECORD.SOUR.PUBL	CONT	SOURCE_RECORD.SOUR.PUBL.CONT
SOURCE_RECORD.SOUR.REFN	TYPE	SOURCE_RECORD.SOUR.REFN.TYPE
SOURCE_RECORD.SOUR.TEXT	CONC	SOURCE_RECORD.SOUR.TEXT.CONC
SOURCE_RECORD.SOUR.TEXT	CONT	SOURCE_RECORD.SOUR.TEXT.CONT
SOURCE_RECORD.SOUR.TITL	CONC	SOURCE_RECORD.SOUR.TITL.CONC
SOURCE_RECORD.SOUR.TITL	CONT	SOURCE_RECORD.SOUR.TITL.CONT
SOURCE_REPOSITORY_CITATION.REPO	CALN	SOURCE_REPOSITORY_CITATION.REPO.CALN
SOURCE_REPOSITORY_CITATION.REPO	NOTE	NOTE_STRUCTURE.NOTE
SOURCE_REPOSITORY_CITATION.REPO	NOTE	NOTE_STRUCTURE.NOTE#2
SOURCE_REPOSITORY_CITATION.REPO.CALN	MEDI	SOURCE_REPOSITORY_CITATION.REPO.CALN.MEDI
SPOUSE_TO_FAMILY_LINK.FAMS	NOTE	NOTE_STRUCTURE.NOTE
SPOUSE_TO_FAMILY_LINK.FAMS	NOTE	NOTE_STRUCTURE.NOTE#2
SUBMISSION_RECORD.SUBN	ANCE	SUBMISSION_RECORD.SUBN.ANCE
SUBMISSION_RECORD.SUBN	CHAN	CHANGE_DATE.CHAN
SUBMISSION_RECORD.SUBN	DESC	SUBMISSION_RECORD.SUBN.DESC
SUBMISSION_RECORD.SUBN	FAMF	SUBMISSION_RECORD.SUBN.FAMF
SUBMISSION_RECORD.SUBN	NOTE	NOTE_STRUCTURE.NOTE
SUBMISSION_RECORD.SUBN	NOTE	NOTE_STRUCTURE.NOTE#2
SUBMISSION_RECORD.SUBN	ORDI	SUBMISSION_RECORD.SUBN.ORDI
SUBMISSION_RECORD.SUBN	RIN	SUBMISSION_RECORD.SUBN.RIN
SUBMISSION_RECORD.SUBN	SUBM	SUBMISSION_RECORD.SUBN.SUBM
SUBMISSION_RECORD.SUBN	TEMP	SUBMISSION_RECORD.SUBN.TEMP
SUBMITTER_RECORD.SUBM	ADDR	ADDRESS_STRUCTURE.ADDR
SUBMITTER_RECORD.SUBM	CHAN	CHANGE_DATE.CHAN
SUBMITTER_RECORD.SUBM	EMAIL	ADDRESS_STRUCTURE.EMAIL
SUBMITTER_RECORD.SUBM	FAX	ADDRESS_STRUCTURE.FAX
SUBMITTER_RECORD.SUBM	LANG	SUBMITTER_RECORD.SUBM.LANG
SUBMITTER_RECORD.SUBM	NAME	SUBMITTER_RECORD.SUBM.NAME
SUBMITTER_RECORD.SUBM	NOTE	NOTE_STRUCTURE.NOTE
SUBMITTER_RECORD.SUBM	NOTE	NOTE_STRUCTURE.NOTE#2
SUBMITTER_RECORD.SUBM	OBJE	MULTIMEDIA_LINK.OBJE
SUBMITTER_RECORD.SUBM	OBJE	MULTIMEDIA_LINK.OBJE#2
SUBMITTER_RECORD.SUBM	PHON	ADDRESS_STRUCTURE.PHON
SUBMITTER_RECORD.SUBM	RFN	SUBMITTER_RECORD.SUBM.RFN
SUBMITTER_RECORD.SUBM	RIN	SUBMITTER_RECORD.SUBM.RIN
SUBMITTER_RECORD.SUBM	WWW	ADDRESS_STRUCTURE.WWW
